question_id,question,opa,opb,opc,opd,ans
3675,Which among the following is not an adhesion molecule?,Integrin,Selectin,cadherins,Transferrin,3
3967,Which of the following disorders mimic each other,Iron deficiency anemia and sickle cell anemia,Sickle cell anemia and Thalassemia,Thalassemia and Iron deficiency anemia,Iron deficiency anemia and vitamin B12 deficiency anemia.,2
2049,Which is not seen in Polycythemia Vera?,Ocular congestion,Increase RBC count,Increase erythropoietin level,Increased Vit B12 binding capacity,2
648,CD 4 is not impoant for which of the following -,Antibody production,Cytotoxic of T cells,Memory B Cells,Opsonisation,1
7842,MI is a type of -,Coagulative necrosis,Liquefactive necrosis,Caseous necrosis,Fat necrosis,0
5883,Askin tumor:,Primitive neuroectodermal tumor in chest,Cholangiocarcinoma arising from bifurcation of bile duct,Lung adenocarcinoma involving apical region,Enterochromaffin cell tumor,0
651,On clinical examination a 60 years old female had a tumor in the right buccal mucosa. The size of the tumor was about 2 cm in diameter. There was no involvement of regional lymph nodes and also had no distant metastasis. The TNM stage of the tumor is:,T1 No Mo.,T1 N1 Mo.,T1 N2 Mo.,T2 No Mo.,0
6526,The disease process that best accounts for this problem:,Ethylene glycol poisoning,Chronic obstructive pulmonary disease,Congestive hea failure,Vomiting,3
7023,The Astler-Coller modification of the Dukes classification is used to classify cancers of the,Liver,Colon,Lung,Stomach,1
5702,Which of the following is a Fissural cyst is,Dentigerous cyst,Primordial cyst,Nasopalatine cyst,Radicular cyst,2
7064,RS cells are seen in,Hodgkin’s disease,Sickle cell anaemia,Thalasemia,CML,0
5440,Philadelphia chromosome is an example of -,Balanced translocation,Deletion,Non-dysjunction,Duplication,0
8241,If parents are carrier for an autosomal recessive disorder. What are the chances of offspring to get affected-,1:01,1:02,1:03,1:04,3
3558,Which of the following is the most important mediator implicated in development of fever:,PGF2,PGE2,PGD2,FGA2,1
644,Least cariogenic among these:,Raw starch.,Cooked starch.,Sucrose.,Fructose,0
5864,Acute phase reactants of inflammation are-,C-reactive protein (CRP),haptoglobin,Transferrin,Prostaglandins,0
2702,A 55 year-old man with unstable angina is treated with an intravenously administered glycoprotein IIb - IIIa inhibitor. The mechanism of action of this agent is the ability to.,Dilate coronary arteries,Inhibit platelet aggregation,Inhibit platelet adhesion,Inhibit atherogenesis,1
5447,In metastatic calcification:,Calcium metabolism and serum calcium level are normal.,Calcium metabolism is deranged and the serum calcium level is increased.,Calcium metabolism is deranged and the serum calcium is normal.,Calcium metabolism is normal and the serum calcium is increased.,1
7396,The pathogenesis of acute proliferative glomerulo-nephritis-,Cytotoxic T-cell mediated,Immune complex mediated,Antibody mediated,Cell-mediated (Typer IV),1
3611,Adult polycystic kidney disease is-,Autosomal dominant,Autosomal recessive,X-linked,Mitochondria,0
272,Procalcitonin is considered as marker for:,Sepsis,Medullary carcinoma of thyroid,Vitamin D resistant rickets,Parathyroid adenoma,0
2684,Gluten-sensitive enteropathy is most strongly associated with -,HLA-DQ2,HLA-DR4,HLA-DQ3,Blood group B,0
3306,Prostaglandin causing fever is:,PGF2,PGE2,PGE1,PGT2,1
779,Finnish of nephrotic syndrome is caused by defect in following protein -,Nephrin,Podocin,Alpha actinin,CD2 activated protein,0
3321,Most common tumor of head which undergoes calcification is,Ependymoma,Medulloblastoma,Oligodendroglioma,Glioblastoma muliformae,2
2014,"Hypersegmented neutrophils are a feature of:September 2011, March 2013",Hemosiderosis,Sideroblastic anemia,Megaloblastic anemia,Thalassemia,2
2751,Which is the most common red cell defect without Hb abnormality?,Elliptocytosis,Spherocytosis,Poikilocytosis,Sickle cell disease,1
2695,Autopsy of spleen of a patient with poal hypeension shows Gamna-Gandy bodies. It contains hemosiderin and:,Na+ B,Ca++,Mg++,Ca,1
4092,The left side of the heart is responsible for pumping,Oxygenated blood to the body,Oxygenated blood to the lungs,Deoxygenated blood to the body,Deoxygenated blood to the lungs,0
8731,"A blue nodular mass on the Lateral border of the tongue
is soft, smooth and blanches upon pressure. It is most likely to be:",Lymphoma,Hemangioma,Epulis fissuraturn,Epithetioma,1
4018,Tumor seen exclusively in parotid:,Wahin tumor,Pleomorphic adenoma,Mucoepidermoid,Adenoid cystic carcinoma,0
6679,An individual experiences diarrhoea after eating raw shellfish. What is the most probable cause of the problem?,Campylobacter jejuni,Salmonella choleraesuis,Shigella dysenteriae,Vibrio parahaemolyticus,3
2424,Multiple sinuses from infection of great toe is mainly caused by:September 2007,Tuberculosis,Actinomycetes,Trichosporum,Histoplasmosis,1
1979,What propoion of Wegener's will have antibodies to Proteinase-3?,10%,50%,90%,100%,2
798,"The four ""Pyrole rings"" in hemoglobin molecule are joined together by",Disulphide bridges,Methylene bridges,Hydrogen bonds,Alpha bonds,1
8250,Commonest histological nding in benign hypertension is,Proliferating endarteritis,Necrotising arterioiitis,Hyaline arteriosclerosis,Cystic medial necrosis,2
6877,The most common type of emphysema associated with alpha-1 antitrypsin deficiency?,Centraacinar,Panlobular,Panacinar,Irregular,2
2238,What is the histological appearance of brain in CJD?,Neuronophagia,Micro abscess,Demyelination,Spongiform changes,3
4959,"In Wintrobe's method for ESR, anticoagulant used is -a)  Double oxalate b) EDTAc)  Trisodium citrated) Citrate",ac,a,ab,bc,2
443,Anti thyroglobulin antibodies seen in,Hashimoto thyroiditis,Graves disease,De quervain thyroiditis,Subacute lymphocytic thyroiditis,0
8629,Which of the following is not a pharmacological propey of Repaglinide?,Insulin Secretagogues,Reduces insulin resistance,Causes less hypoglycemia than sulfonylureas,Effectively reduced postprandial hyperglycemia,1
4174,What is the most common histological type of nephritis seen in systemic lupus erythematosus (SLE)-,Mesangial,Focal proliferative,Diffuse proliferative,Membranous,2
4146,"Oral ulcers which occurs in groups, persist for about 6 weeks and leave scars on healing are:",Recurrent aphthous major,Recurrent aphthous minor,Recurrent herpetiform ulcers,Acute herpetic gingivostomatitis,0
8997,In systemic senile amyloidosis there is deposition of?,AA,AL,Beta - 2- microglobulin,ATTR,3
3580,Caspase involved in activation of IL_1 is which of the following?,Caspase 1,Caspase 3,Caspase 5,Caspase 8,0
5277,"A 62-year-old woman presents with a breast lump that she discovered 6 days ago. A breast biopsy shows lobular carcinoma in situ. Compared to normal epithelial cells of the breast lobule, these malignant cells would most likely show decreased expression of which of the following proteins?",Desmin,E-cadherin,Lysyl hydroxylase,P selectin,1
8914,Which Vitamin deficiency results in poor wound healing?,K,C,D,E,1
7004,The dominant histologic feature of infarction is:,Liquefactive necrosis,Coagulative necrosis,Chronic inflammation,Scar tissue,1
7994,The mother has sickle cell anemia; father is normal; chances of children having sickle cell disease and sickle cell trait respectively are:,0 and 100%,25 and 25%,50 and 50%,10 and 50%,0
4887,In diffuse calcification of pancreas calcium lies in?,Acinar tissues,Interstitium,Pancreatic ducts,Any where,3
3966,Salt losing nephropathy: September 2012,Interstitial nephritis,Amyloidosis,Lupus nephritis,Post-streptococcal GN,0
1314,Which of the following is not a C-C chemokine?,IL-18,MCP-1,Eotaxin,MIP-1a,0
5735,Inhibition of platelet aggregation by -,ADP,Thromboxane A2,Thrombin,Bradykinin,3
1628,Cystic fibrosis is inherited as an autosomal recessive condition. A normal couple has one daughter affected with the disease. They are now planning to have another child. What is the chance of her sibling being affected by the disease?,3-Apr,2-Jan,4-Jan,4-Mar,2
668,Which cells of the mononuclear phagocyte sys- tem are presnt in liver -,Kupffer cells,Merkel cells,Gittle cells,Berger cells,0
3169,Glossoplagia is,Burning tongue,Painful tongue,Paralysis of tongue,Bleeding tongue,2
224,Which of the following is most potent vasodilator:,Serotonin,Bradykinin,Histamine,Prostaglandin,2
8720,most impoant cell damage in pathogenesis of ARDS is,alveolar cell type 1,alveolar cell type 2,endothelial cell of capillary,due to macrophages,2
6354,The following lesion is a doubtful premalignant lesion for oral malignancy,Leukoplakia,Chronic hyperplastic candidiasis,Erythroplakia,Oral lichen planus,3
8002,Most aggressive type of Basal cell carcinoma:,Nodular,Granular.,Micronodular.,Morpheaform.,3
7684,Anti fibrillarin antibodies are met with ?,Rheumatoid Ahritis,Systemic Lupus Erythematosis,Mixed Connective Tissue disease,Systemic scerosis,3
726,"An infant presents with mild anemia, jaundice, and splenomegaly. A complete blood count with differential reveals spherocytosis; the reticulocyte count is elevated. The parents state that several relatives have also suffered from a similar illness.The infant's condition is most likely caused by defective?",Clathrin,Connexon,Dynein,Spectrin,3
2940,The following does not occur with asbestosis -,Methaemoglobinemia,Pneumoconiosis,Pleural mesothelioma,Pleural calcification,0
4054,MALT is most commonly present in,Duodenum,Jejunum,Ileum,Stomach,2
7515,Nut- meg liver is gross appearance of liver in one of the following-,Cirrhosis of liver,Hepatoma,Secondary carcinomatous deposit in liver,Chronic passive congestion in liver,3
5772,The most important prognostic factor of Wilms' tumor -,Histopathology,Ploidy of cells,Age < 1 yr,Mutation of c 1 p gene,0
6096,Iron is absorbed from,Duodenum,Jejunum,Colon,Stomach,0
2923,Most common cause of viral encephalitis: March 2013,Herpes zoster,Herpes simplex,Varicella zoster,Japanese encephalitis,1
6141,Spindle Cell Carinoma is a variant of,Pleomorphic Adenoma,Adenoid cystic carcinoma,Basal cell carcinoma,Squamous cell carcinoma,3
7604,The risk of sarcoma developing in a fibroid uterus is approximately,<1%,<10%,>30%,>50%,0
3141,"In which of the following type of osteogenesis imperfecta, 90% of newborn die before 4 weeks of age?",Type I,Type II,Type III,Type IV,1
5281,"A patient with microcytic hypochromic anemia. Hb-9 g%, serum iron-20 microg/dl, ferritin level-800 ng/ml, transferrin percentage saturation is 64%. What is possible diagnosis?",Atransferrinemia,Iron deficiency anemia,DMT 1 mutation,Anemia of chronic disorder,0
5455,Gluten sensitive enteropathy is most strongly associated with which of the following?,HLA DQ2,HLA DR4,HLA DQ3,Blood group 'B',0
3120,A 35 year old female with developing class-III malocclusion has asymmetry with chin deviated to left side. On CT bony spicules like mass growing in the direction of lateral pterygoid is due to?,Osteoid osteoma,Condylar hyperplasia,Osteopetrosis,Osteochondroma,3
3585,Which of the following is an example of Type III hypersensitivity reaction,Pemphigus vulgaris,Myasthenia gravis,Pernicious anemia,Arthus reaction,3
6623,Not a testicular tumor marker -,a-1 antitrypsin,HCG,Alfa feto protein,CA-125,3
6869,Prominent reticulocytosis is a feature of:,Aplastic Anemia,Hemolytic Anemia,Nutritional Anemia,Anemia of chronic disease,1
6537,Biopsy from a testicular mass following orchidectomy showed sheets of uniform cells containing abunndant clear cytoplasm with prominent nucleus.  Which of the following is the histopathological diagnosis?,Embryonal Carcinoma,Lymphoma,Seminoma,Teratoma,2
8557,Most common site of occurrence of Craniopharyngioma is?,Infrasellar,Suprasellar,Posterior fossa,Nasopharyx,1
7773,Myasthenia gravis is most commonly associated with which of the following?,Thymoma,Thymic carcinoma,Thymic hyperplasia,Lymphoma,2
8400,Antitrypsin deficiency is associated with- (a) (b),Restrictive lung pathology,Cystric fibrosis,Emphysema,Carcinoma,2
7651,Mucinous cystadenoma of the ovary arises -,From cystic teratoma,From surface coelomic epithelium,From sex cord stromal cells,From ectopic mucin secreting glands,1
1341,Iron absorption is decreased by A/E-,Calcium,Tetracycline,Phytate,Ascorbic acid,3
8513,Most characteristic finding of diabetic nephropathy?,Kimmelstein Wilson disease,Diffuse glomerulosclerosis,Focal segmental glomerulosclerosis,Armani Ebstein change,0
1041,Tumor that follows rule of 10 is,pheochromocytoma,Onocytoma,Lymphoma,Renal cell carcinoma,0
2717,Superficial thrombophlebitis is seen in -,Trousseau's syndrome,Burger's disease,Raynaud's disease,Kawasaki syndrome,0
5789,"A 27-year-old man with a history of intravenous drug use is known to have been infected with the hepatitis B virus for the past 6 years and has not been ill. He is seen in the emergency department because he has had nausea, vomiting, and passage of dark-colored urine for the past week. Physical examination shows scleral icterus and mild jaundice. Neurologic examination shows a confused, somnolent man-oriented only to person. He exhibits asterixis. Laboratory studies show total protein, 5 g/dL; albumin, 2.7 g/dL; AST, 2342 U/L; ALT, 2150 U/L; alkaline phosphatase, 233 U/L; total bilirubin, 8.3 mg/dL; and direct bilirubin, 4.5 mg/dL. Superinfection with which of the following viruses has most likely occurred in this man?",HAV,HCV,HDV,HEV,2
6962,Acute GVHD is caused by-,B lymphocyte,T lymphocyte,Macrophage,NKcell,1
2676,The most potent stimulator of naive T cells is -,B cell,Mature dendritic cells,Epithelial cells,Macrophages,1
1252,Which among the following is a highly sensitive marker for carcinoma?,Cytokeratin,Vimentin,CD45,Calretinin,0
2248,A 15 year old boy presents was brought to OPD with a history of pain and swelling in the right thigh. Biopsy of the mass demonstrates Osteosarcoma. His mother was diagnosed with breast cancer 1 year ago and his maternal grandmother died of the breast cancer 10 years ago. The child has 3 younger siblings. Siblings are at an increased risk of developing which of the following cancer ?,Wilms,Neuroblastoma,Hepatoblastoma,Glioma,3
3388,The following cell types do not participate in repair after brain infarction -,Microglia,Astrocytes,Fibroblasts,Endothelium,2
1815,Biopsy of the parotid gland in Sjogren’s shows:,Neutrophils,Eosinophils,Basophils,Lymphocytes,3
6157,Concentric hypertrophy of heart is seen in -,Mitral stenosis,Mitral regurgitation,Hypertension,Aortic regurgitation,2
4758,33-years-old alcoholicon ATT presents with increased serum iron & increased transferrin saturation. Diagnosis?,Iron deficiency anemia,Sideroblastic anemia,Megaloblastic anemia,Anemia of chronic disease,1
8613,Splitted papule at corner of mouth,Recurrent herpes labialis,Recurrent herpetic stomatitis,Increased vertical dimension,Secondary syphilis,3
2562,Alport syndrome is characterized by antibodies act against?,Laminin,Fibronectin,Collagen IV,Heparan sulphate,2
2872,Common antibody seen in antiphospholipid syndrome:,Anticardiolipin,Anti-b2GPI,ANA,Anti-Sm,0
4042,Which of the following has Autosomal Recessive inheritance?,Hereditary spherocytosis,Sickle cell anaemia,Osteogenesis imperfecta,VWD,1
886,The incidence of bilaterality in a dermoid cyst is approximately,10%,30%,50%,70%,0
3311,Commonest histological finding in benign hypeension is -,Proliferative endaeritis,Necrotizing aeriolitis,Hyaline aeriosclerosis,Cystic medial necrosis,2
5895,"A 32-year-old woman with poorly controlled diabetes mellitus delivers a healthy boy at 38 weeks of gestation. As a result of maternal hyperglycemia during pregnancy, pancreatic islets in the neonate would be expected to show which of the following morphologic responses to injury?",Atrophy,Dysplasia,Hyperplasia,Metaplasia,2
1430,Beefy red and painful tongue is characteristic of,Vitamin A deficiency,Any periodontal disease,Acute nicotinic acid deficiency,Ascorbic acid deficiency,2
5404,The following is not a feature of malignant transformation by cultured cells,Increased cell density,Increased requirement for growth factors,Alteration of cytoskeletal structures,Loss of anchorage,1
4794,Histopathological finding of gluten hypersensitivity is?,Crypt hyperplasia,Increase in thickness of the mucosa,Distal intestine involvement,Villous hypertrophy,0
8634,"A 30 yr old female with whose blood routine showed RBC count of 4.5 million, MCV 55fl and TLC 8000. There is no history of blood transfusion. What is your diagnois?",Iron deficiency anemia,Thalessemia major,Thalessemia minor,Megaloblastic anemia,2
1847,Which of the following has highest malignant transformation rate:,Erythroplakia.,Proliferative Verrucous leukoplakia,Speckled leukoplakia.,Homogenous leukoplakia.,1
7923,Krukenberg tumour of ovary is due to carcinoma of,Stomach,Lung,Central nervous system,Thyroid,0
2620,"A middle-aged woman presents to her physician with fatigue, pruritus, and steatorrhea. Fuher studies demonstrate sclerosing cholangitis and the presence of antimitochondrial antibodies. This patient, if left untreated, is also at increased risk of developing which of the following?",Markedly decreased PaO2,Markedly decreased serum uric acid,Markedly increased serum cholesterol,Markedly increased serum pyruvic acid,2
5415,"A study of nosocomial infections involving urinary catheters is performed. The study shows that the longer an indwelling urinary catheter remains, the higher the rate of symptomatic urinary tract infections (UTIs). Most of these infections are bacterial. Which of the following properties of these bacteria increase the risk for nosocomial UTIs?",Biofilm formation,Enzyme elaboration,Exotoxin release,Quorum sensing,0
5425,MC site of TB reactivation in lung is?,Apex,Base,Subpleural,Near bronchus,0
8443,Total colonic aganglionosis is a variant of?,Crohn's disease,Ulcerative colitis,Hirschsprung's disease,Tropical sprue,2
1134,`Lardaceous' spleen is seen in-,CML,Hodglcin's lymphoma,Amyloidosis,Malaria,2
1773,Increased number of autophagic vacuoles is seen in,Atrophy,Hypertrophy,Hyperplasia,Metaplasia,0
2336,Which of the following used to measurement in diabetes mellitus,HbA,HbS,HbA2,HbAlC,3
4327,Characteristic histopathological finding in Shock lung,Diffuse alveolar neurosis,Interstitial pulmonary edema,Diffuse interstitial inflammation,Intra-alveolar debris,0
4354,Gray hepatization of lungs is seen on the day -,1,3-Feb,5-Mar,7-May,3
5210,"A healthy 21-year-old woman develops a profuse, watery diarrhea 1 day after a meal of raw oysters. On physical examination, her temperature is 37.5deg C. A stool sample is negative for occult blood. There is no abdominal distention or tenderness, and bowel sounds are present. Diarrhea subsides over the next 3 days. Which of the following organisms is most likely to produce these findings?",Cryptosporidium parvum,Entamoeba histolytica,Staphylococcus aureus,Vibrio parahaemolyticus,3
1777,ASCOff'S bodies are seen in,LIb-man sac endocarditis,Rheumatic hea disease,Bacterial endocarditis,Marantic endocarditis,1
3216,"Inflammation of the dorsal root ganglion and vesicular
eruption of the skin and mucous membrane in area supplied by a sensory nerve that is affected is characteristic of:",Herpes zoster,Herpes simplex,Uveoparotid fever,Aphthous stomatitis,0
80,In multiple myeloma there is proliferation of -,Plasma cells,Basophils,Eosinophils,Neutrophils,0
803,Arterial thrombosis is seen in,Homocysteinemia,Protein S deficiency,Protein C deficiency,Antithrombin III deficiency,0
5268,Dohle bodies are seen in,Multiple myeloma,May-hegglin anomaly,Waldenstrom macroglobulinemia,Lymphoma,1
281,The marker for B lymphocyte is -,CD 19,CD 68,CD 34,CD 4,0
1418,Pa of the kidney unit involved in As. Poisoning-,Collecting duct,Loop of henle,PCT,DCT,2
3778,Th 1 type of cells are most dependent on -,IFN-y,IL-4,IL-5,IL-6,0
77,Hemophilia is associated with:,Normal bleeding time normal clotting time,Normal bleeding time prolonged clotting time,Prolonged bleeding time normal clotting time,Prolonged bleeding time prolonged clotting time,1
6587,Phyllodes tumor most commonly presents in ?,2nd decade,3rd decade,4th decade,6th decade,3
2485,Antecedent diagnosis of Group A streptococcal infection in Acute rheumatic fever can be made by?,AS0,CRP,ESR elevation,Low C3 levels,0
2994,Which of the following dental sequel is likely in child with a history of generalized growth failure (failure to thrive) in the first 6 months of life,Retrusive maxilla,Enamel hypoplasia,Retrusive Mandible,Dentinogenesis imperfecta,1
4285,Hurthle cells seen in -,Papillary carcinoma,Hashimoto Thyroiditis,Granulomatous thyroiditis,Thyroglossai cyst,1
4869,"A female infant is born prematurely at 28 weeks' gestation. Sholy after bih, she shows signs of dyspnea, cyanosis, and tachypnea. She is placed on a ventilator for assisted breathing, and a diagnosis of neonatal respiratory distress syndrome (hyaline membrane disease) is made. Which of the following is the cause of this syndrome?",Bronchopulmonary dysplasia,Intraventricular brain hemorrhage,Lack of fetal pulmonary maturity and deficiency of surfactant,Necrotizing enterocolitis,2
7117,Which of the following is Not a mediator of inflammation:,TNF,Interferon,Prostaglandin,Myeloperoxidase,3
5250,Somatic mutation of PTEN is seen in,Retinoblastoma,Osteosarcoma,Carcinoma breast,Endometrial carcinoma,3
8981,Lingua nigra is :,Familial dysautonomia.,Hairy tongue.,Migratory glossitis.,Median rhomboid glossitis.,1
1731,Fibroblast Growth Factor mediates effect through which of the following receptor?,Tyrosine kinase,cAMP,cGMP,Ca2+,0
4436,The congenital abnormality of the ileum illustrated below,Is present in approximately 20% of normal persons,Is lined by heterotopic gastric mucosa in less than 2% of cases,Often shows mucosal ulceration,Is related to persistence of the vitellointestinal duct,3
6155,Earliest feature of reversible cell injury is:,Amorphous densities,Ribosomal detachment,Hydropic Swelling,Bleb formation,2
1472,"In Alibe bazin syndrome, origin of lymphoma is from:",Eosinophil,B lymphocyte,Monocyte,T lymphocyte,3
6533,F body is,Y chromatin,X chromatin,Chromosome 1,Chromosome 21,0
7444,HLA associated with psoriasis,HLA-B27,HLA-DR4,HLA-CW6,HLA-B8,2
182,Not a feature of multiple myeloma -,Hypercalcemia,Anemia,Hyperviscosity,Elevated alkaline phosphatase,3
7304,Kupffers cells in liver are,Macrophages,Lymphocytic,Complimentary proteins,Coagulation proteins,0
1604,LE cell is seen in ?,Lupus erythmatosus,Lupus vulgaris,HNPCC,Medullary carcinoma of thyroid,0
5909,Gene not associated with Diabetes malitus -,PPARy,KCNJ11,CTLA4,PDGF-R,3
5202,Hb is a good buffer because of:,Histidine residues,Protein nature,Acidic nature,Iron molecule,0
7408,HLA is located on -,Short arm of chr-6,Long arm of chr-6,Short arm of chr-3,Long arm of chr-3,0
4072,Decrease in osmotic fragility cause hemolysis in ?,Thalassemia,fl-Thalassemia,Sickle cell anemia,Methhemoglobinemia,1
3592,Which of the following type of collagen is predominant in early granulation tissue:,Type 1&2.,Type 1&3,Type 2&3,Type 1&4.,1
7476,The adenomatous polyp of large bowel are most often situated in -,Ascending colon,Transverse colon,Descending colon,Sigmoid colon,3
8283,"A 50-year-old woman is discovered to have metastatic breast cancer. One week after receiving her first dose of chemotherapy, she develops bacterial pneumonia. Which of the following best explains this patient's susceptibility to bacterial infection?",Depletion of serum complement,Impaired neutrophil respiratory burst,Inhibition of clotting factor activation,Neutropenia,3
5069,What is the cause of nephrocalcinosis in granulomatous disease?,Increased absorption,"Increased conversion to 1,25 OH",Dystrophic calcification,Mutation in calcium sensing receptor,1
1646,Acid phosphatase is specific to which of the following cells-,Monocyte,Tlymphocyte,B lymphocyte,Myelocytes,0
3695,Eosinophil production is increased by,IL-1,IL-6,IL-5,TNF-A,2
2148,Pain during inflammation is mediated by,Nitric oxide,Leukotriene B4,Bradykinin,Chemokines,2
2072,Reye's syndrome - histological finding,Budding and branching of mitochondria,Swelling of endoplasmic reticulum,Paranuclear microdense deposits,Glycogen depletion,3
421,"A 9-month-old girl with a history of recurrent pulmonary infections is found to have a congenital deficiency of adenosine deaminase, which is associated with a viual absence of lymphocytes in her peripheral lymphoid organs. What is the appropriate diagnosis?",Bruton X-linked agammaglobulinemia,DiGeorge syndrome,Isolated IgA deficiency,Severe combined immunodeficiency,3
7935,Group 120 antigen on HIV surface will lead to?,Fusion,Attachment,Resistance,Virus entry,1
6644,"A flat, circumscribed discolouration of skin or mucosa
that may vary in size and shape is referred to as",Epulis,Macule,Nodule,Papule,1
6341,Some micro organisms produce a diffuse spreading inflammatory reaction due to the elaboration of,Coagulase,Peroxidase,Bradykinin,Hyaluronidase,3
2577,In rabies pathological lesions in CNS are -,Brainstem encephalitis,Cranial nerve arteritis,Neuronal loss,Neurofibrillary tangles,0
5558,The most common complication of mumps is:,Myocarditis,Orchitis,Uveitis,Conjunctivitis,1
2026,"Neurological symptoms and premature graying of hair is
associated with:",Folic acid deficiency,Pernicious anaemia,Plummer-Vinson syndrome,Paterson-Kelly syndrome,1
667,A 10-year-old girl complains of persistent redness of the skin over her knuckles and around the nail beds. She describes easy fatigability and can rise only with difficulty from a squatting position. Physical examination reveals erythema over the knuckles and a heliotropic rash. A muscle biopsy shows infiltrates of B and T lymphocytes around blood vessels and in connective tissue of the perimysium. Elevated serum levels of which of the following would be expected in this patient?,Alkaline phosphatase,Alpha-fetoprotein,Carcinoembryonic antigen,Creatine kinase,3
6604,"Most Common ""Primary"" Tumor of Heart is?",Rhabdomyoma,Fibroma,Myxoma,Lipoma,2
4651,First sign/symptom of renal graft rejection is?-,Fever,Rash,Increase Creatinine on exam,Tenderness,2
5689,The most common cause of Addison's disease is:--,Autoimmune adrenalitis,Meningococcal septicemia,Malignancy,Tuberculosis,0
7018,"A 72-year-old woman has had difficulty with vision in her right eye for 3 months. She also has pain in the right upper chest. The findings on physical examination include unilateral enophthalmos, miosis, anhidrosis, and ptosis on the right side of her face. A chest radiograph shows right upper lobe opacification and bony destruction of the right first rib. Which of the following conditions is most likely to be present in her?",Bronchopneumonia,Bronchiectasis,Bronchogenic carcinoma,Sarcoidosis,2
6960,Thrombocytosis is seen in,Osteopetrosis,Disseminated intravascular coagulation,Haemolytic anaemia,Thiazide therapy,2
6065,Characteristic feature of Crohn's disease is?,Skip lesions,Toxic megacolon,Fibrosis is rare,Involvement is superficial,0
2319,Person having heterozygous sickle cell trait is protected from infection of-,Plasmodium falciparum,P. vivax,Pneumococcus,Salmonella,0
6714,Hyperacute graft rejection occurs after how much time?,12 hours,2 weeks,1 month,3 months,0
4672,Which of the following is not a feature of sickle cell disease?,Autosplenectomy,Heterozygous individuals are at increased risk of Plasmodium falciparum infection,Ischemic tissue damage,Hydroxyurea is used as a therapeutic agent,1
1301,"A 50-year-old lady presented with a 3-month history of pain in the lower third of the right thigh. There was no local swelling; tenderness was present on deep pressure. Plain X-rays showed an ill-defined intra medullary lesion with blotchy calcification at the lower end of the right femoral diaphysis, possibly enchondroma or chondrosarcoma. Sections showed a cailaginous tumor. Which of the following histological features (if seen) would be most helpful to differentiate the two tumours?",Focal necrosis and lobulation,Tumor permeation between bone trabecuae at periphery,Extensive myxoid change,High cellularity,1
4862,Miliary shadow on chest X-ray is not seen in:March 2010,Pneumoconiosis,Sarcoidosis,Tuberculosis,COPD,3
1933,The alveoli are filled with exudate the air is displaced conveing the lung into a solid organ. This description suggests-,Chronic bronchitis,Bronchial asthma,Bronchiectasis,Lobar pneumonia,3
5996,Prognosis in a soft tissue tumour is determined by ?,Grade of tumour,Bulk of the tumour,Depth of Invason,Lymph nodal involvement,0
8600,Microalbuminuria is defined as protein levels of-,100-150 mg/L,151-200 mg/L,201-300 mg/L,301-600 mg/L,0
2769,An example of a tumour suppressor gene is-,Myc,Fos,Ras,RB,3
2723,APC gene exes its effect in combination with which of the following,Beta catenin,E cadherin,Alpha catenin,BCX,0
1394,Which variety of AML is associated with good prognosis -,MO,M3,M6,M7,1
2191,"In alveolar variant of rhabdomyosarcoma , the resultant fusion protein is believed to function as",Activated growth factor receptor,Chimeric transcription factor,Constitutively active kinase,Novel growth factor,1
1535,Which of the following has a direct role in apoptosis?,Nitric oxide,Adenylcyclase,cAMP,Cytochrome C,3
7863,In sickle cell crisis bone pain is due to:-,Bone infarction,Osteroporosis,Osteomalacia,Periosteal reaction,0
5457,"A 26-year-old, previously healthy man sustains blunt force trauma to the left upper arm. On physical examination, there is focal swelling and redness. Three weeks later, the superficial contusion has resolved, but now a slightly tender mass is palpated in the outer aspect of the upper left arm. A radiograph of the left arm shows a 5-cm mass in the soft tissue. There is a radiolucent center and surrounding irregular bone formation. One month later, the mass is now 3 cm and painless. CT scan of the arm shows a well-circumscribed mass within muscle with areas of bright calcification throughout. What is the most likely diagnosis?",Gouty tophus,Hemarthrosis,Myositis ossificans,Osteochondroma,2
4686,Cholangiocarcinoma -,Obesity,Opistorchissinensis infection,Salmonella carrier state,HBV infection,1
1718,Characteristic of amebiasis is: March 2005,Skip lesion,Longitudinal ulcer,Flask shaped ulcer,Ulcers with raised margins,2
2415,Phagocytosis in nervous tissue is by:,Neuroglia,Fibroblasts,Axons,Microglia,3
7697,Most common malignant tumor of kidney:,Papillary carcinoma,Papillary adenoma,Renal cell CA,Wilms tumor,2
3654,The expression of the following oncogene is associated with a high incidence of Medullary carcinoma of thyroid,P53,Her 2 neu,RET proto oncogene,Rbl gene,2
7275,Schiller' Duval bodies is seen in -,Choriocarcinoma,Embryonal cell Ca,Endodermal sinus tumour,Immature teratoma,2
915,Most common postoperative complication in polycythemia vera -,Infection,Cardiopulmonary complication,Hemolysis,Uremia,1
2325,Occurs in which of the following condition Eosinopenia,Asthma,Hooworm infertation,Chronic mycloid leukemia,Custing disease,3
3642,IgG4-related disease is a newly recognized entity. Which of the following thyroid abnormality is associated with this condition?,De quervain thyroiditis,Postpaum thyroiditis,Reidel thyroiditis,Hashimoto thyroiditis,2
1572,'Flare' in Triple response is mediated by :,Axon reflex,Aeriolar dilation,Histamine release,Local hormones,0
700,D.I.C. is seen in -,Acute promyelocytic leukemia,Acute myelomonocytic leukemia,CMC,Autoimmune hemolytic anemia,0
